pais,torneo,fecha,dia,local,visitante,goles_local,goles_visitante
Argentina,Torneo Clausura 1994,Fecha 18,Aug 20 1994,Belgrano,Platense,0,0
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Racing,Boca Juniors,0,3
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Lanús,Estudiantes,3,3
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Newell's Old Boys,Deportivo Español,2,2
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Gimnasia (S),Deportivo Mandiyú,1,0
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,River Plate,Rosario Central,1,0
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Vélez Sarsfield,Argentinos Juniors,3,2
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Huracán,Banfield,2,0
Argentina,Torneo Clausura 1994,Fecha 18,Aug 21 1994,Gimnasia,Independiente,1,5
Argentina,Torneo Clausura 1994,Fecha 19,Aug 26 1994,Boca Juniors,Gimnasia,1,1
Argentina,Torneo Clausura 1994,Fecha 19,Aug 27 1994,Argentinos Juniors,River Plate,0,0
Argentina,Torneo Clausura 1994,Fecha 19,Aug 27 1994,Rosario Central,Gimnasia (S),1,0
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Independiente,Huracán,4,0
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Banfield,Vélez Sarsfield,1,1
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Deportivo Mandiyú,Belgrano,2,1
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Platense,Newell's Old Boys,0,2
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Deportivo Español,Ferro,0,0
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,San Lorenzo,Lanús,0,0
Argentina,Torneo Clausura 1994,Fecha 19,Aug 28 1994,Estudiantes,Racing,4,1
Argentina,Torneo Apertura 1994,Fecha 1,Sep 2 1994,Lanús,River Plate,1,1
Argentina,Torneo Apertura 1994,Fecha 1,Sep 3 1994,Gimnasia,San Lorenzo,0,0
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Racing,Ferro,0,1
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Argentinos Juniors,Independiente,0,2
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Rosario Central,Belgrano,1,0
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Vélez Sarsfield,Gimnasia (J),2,0
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Boca Juniors,Banfield,1,2
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Talleres,Newell's Old Boys,2,2
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Huracán,Deportivo Mandiyú,3,1
Argentina,Torneo Apertura 1994,Fecha 1,Sep 4 1994,Platense,Deportivo Español,1,1
Argentina,Torneo Apertura 1994,Fecha 2,Sep 9 1994,San Lorenzo,Argentinos Juniors,0,0
Argentina,Torneo Apertura 1994,Fecha 2,Sep 10 1994,Newell's Old Boys,Boca Juniors,0,0
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Platense,Racing,0,2
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Deportivo Español,Huracán,0,1
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Deportivo Mandiyú,Talleres,2,2
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Banfield,Vélez Sarsfield,0,1
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Gimnasia (J),Lanús,1,0
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,River Plate,Rosario Central,1,0
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Belgrano,Gimnasia,1,1
Argentina,Torneo Apertura 1994,Fecha 2,Sep 11 1994,Independiente,Ferro,1,1
Argentina,Torneo Apertura 1994,Fecha 3,Sep 16 1994,Ferro,San Lorenzo,1,1
Argentina,Torneo Apertura 1994,Fecha 3,Sep 17 1994,Gimnasia,River Plate,0,0
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Racing,Independiente,0,2
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Argentinos Juniors,Belgrano,1,0
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Rosario Central,Gimnasia (J),2,0
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Lanús,Banfield,1,0
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Vélez Sarsfield,Newell's Old Boys,2,0
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Boca Juniors,Deportivo Mandiyú,1,1
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Talleres,Deportivo Español,1,1
Argentina,Torneo Apertura 1994,Fecha 3,Sep 18 1994,Huracán,Platense,3,0
Argentina,Torneo Apertura 1994,Fecha 4,Sep 23 1994,Deportivo Español,Boca Juniors,1,3
Argentina,Torneo Apertura 1994,Fecha 4,Sep 24 1994,Deportivo Mandiyú,Vélez Sarsfield,1,2
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Racing,Huracán,1,0
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Platense,Talleres,0,2
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Newell's Old Boys,Lanús,3,1
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Banfield,Rosario Central,0,0
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Gimnasia (J),Gimnasia,1,2
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,River Plate,Argentinos Juniors,3,2
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,Belgrano,Ferro,0,1
Argentina,Torneo Apertura 1994,Fecha 4,Sep 25 1994,San Lorenzo,Independiente,2,1
Argentina,Torneo Apertura 1994,Fecha 5,Sep 30 1994,Independiente,Belgrano,3,1
Argentina,Torneo Apertura 1994,Fecha 5,Sep 30 1994,Gimnasia,Banfield,1,2
Argentina,Torneo Apertura 1994,Fecha 5,Oct 1 1994,Talleres,Huracán,2,2
Argentina,Torneo Apertura 1994,Fecha 5,Oct 1 1994,Lanús,Deportivo Mandiyú,1,0
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,San Lorenzo,Racing,0,0
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,Ferro,River Plate,0,1
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,Argentinos Juniors,Gimnasia (J),1,0
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,Rosario Central,Newell's Old Boys,0,0
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,Vélez Sarsfield,Deportivo Español,1,0
Argentina,Torneo Apertura 1994,Fecha 5,Oct 2 1994,Boca Juniors,Platense,2,2
Argentina,Torneo Apertura 1994,Fecha 6,Oct 7 1994,Racing,Talleres,1,0
Argentina,Torneo Apertura 1994,Fecha 6,Oct 8 1994,Belgrano,San Lorenzo,1,1
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Huracán,Boca Juniors,3,1
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Platense,Vélez Sarsfield,0,0
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Deportivo Español,Lanús,0,1
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Deportivo Mandiyú,Rosario Central,1,2
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Newell's Old Boys,Gimnasia,4,2
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,Gimnasia (J),Ferro,3,2
Argentina,Torneo Apertura 1994,Fecha 6,Oct 9 1994,River Plate,Independiente,2,1
Argentina,Torneo Apertura 1994,Fecha 6,Oct 10 1994,Banfield,Argentinos Juniors,0,1
Argentina,Torneo Apertura 1994,Fecha 7,Oct 14 1994,Vélez Sarsfield,Huracán,4,1
Argentina,Torneo Apertura 1994,Fecha 7,Oct 15 1994,Belgrano,Racing,1,1
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Boca Juniors,Talleres,3,2
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,San Lorenzo,River Plate,3,3
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Independiente,Gimnasia (J),4,0
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Ferro,Banfield,1,4
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Argentinos Juniors,Newell's Old Boys,0,0
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Gimnasia,Deportivo Mandiyú,1,1
Argentina,Torneo Apertura 1994,Fecha 7,Oct 16 1994,Rosario Central,Deportivo Español,0,1
Argentina,Torneo Apertura 1994,Fecha 7,Oct 17 1994,Lanús,Platense,0,1
Argentina,Torneo Apertura 1994,Fecha 8,Oct 21 1994,River Plate,Belgrano,1,1
Argentina,Torneo Apertura 1994,Fecha 8,Oct 22 1994,Talleres,Vélez Sarsfield,0,3
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Racing,Boca Juniors,0,0
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Huracán,Lanús,0,1
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Deportivo Español,Gimnasia,2,0
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Deportivo Mandiyú,Argentinos Juniors,3,3
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Newell's Old Boys,Ferro,2,1
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Banfield,Independiente,3,0
Argentina,Torneo Apertura 1994,Fecha 8,Oct 23 1994,Gimnasia (J),San Lorenzo,0,1
Argentina,Torneo Apertura 1994,Fecha 8,Oct 24 1994,Platense,Rosario Central,2,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 28 1994,San Lorenzo,Banfield,1,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,River Plate,Racing,1,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Belgrano,Gimnasia (J),1,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Independiente,Newell's Old Boys,1,1
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Ferro,Deportivo Mandiyú,0,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Argentinos Juniors,Deportivo Español,2,1
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Gimnasia,Platense,2,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Rosario Central,Huracán,0,0
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Lanús,Talleres,1,1
Argentina,Torneo Apertura 1994,Fecha 9,Oct 29 1994,Vélez Sarsfield,Boca Juniors,1,1
Argentina,Torneo Apertura 1994,Fecha 10,Nov 1 1994,Gimnasia (J),River Plate,1,2
Argentina,Torneo Apertura 1994,Fecha 10,Nov 1 1994,Racing,Vélez Sarsfield,1,0
Argentina,Torneo Apertura 1994,Fecha 10,Nov 1 1994,Deportivo Español,Ferro,0,2
Argentina,Torneo Apertura 1994,Fecha 10,Nov 1 1994,Platense,Argentinos Juniors,0,1
Argentina,Torneo Apertura 1994,Fecha 10,Nov 1 1994,Banfield,Belgrano,1,2
Argentina,Torneo Apertura 1994,Fecha 10,Nov 2 1994,Talleres,Rosario Central,1,0
Argentina,Torneo Apertura 1994,Fecha 10,Nov 15 1994,Deportivo Mandiyú,Independiente,1,2
Argentina,Torneo Apertura 1994,Fecha 10,Dec 13 1994,Huracán,Gimnasia,1,1
Argentina,Torneo Apertura 1994,Fecha 10,Dec 15 1994,Boca Juniors,Lanús,5,0
Argentina,Torneo Apertura 1994,Fecha 10,Dec 15 1994,Newell's Old Boys,San Lorenzo,2,0
Argentina,Torneo Apertura 1994,Fecha 11,Nov 4 1994,San Lorenzo,Deportivo Mandiyú,2,1
Argentina,Torneo Apertura 1994,Fecha 11,Nov 5 1994,Gimnasia (J),Racing,0,1
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,River Plate,Banfield,0,0
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Belgrano,Newell's Old Boys,0,2
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Independiente,Deportivo Español,0,0
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Ferro,Platense,0,4
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Argentinos Juniors,Huracán,4,1
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Gimnasia,Talleres,1,1
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Rosario Central,Boca Juniors,2,1
Argentina,Torneo Apertura 1994,Fecha 11,Nov 6 1994,Lanús,Vélez Sarsfield,0,0
Argentina,Torneo Apertura 1994,Fecha 12,Nov 11 1994,Vélez Sarsfield,Rosario Central,1,3
Argentina,Torneo Apertura 1994,Fecha 12,Nov 12 1994,Newell's Old Boys,River Plate,0,1
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Boca Juniors,Gimnasia,3,0
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Talleres,Argentinos Juniors,1,2
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Huracán,Ferro,1,0
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Platense,Independiente,3,2
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Deportivo Español,San Lorenzo,1,3
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Deportivo Mandiyú,Belgrano,0,4
Argentina,Torneo Apertura 1994,Fecha 12,Nov 13 1994,Banfield,Gimnasia (J),0,0
Argentina,Torneo Apertura 1994,Fecha 12,Nov 14 1994,Racing,Lanús,1,3
Argentina,Torneo Apertura 1994,Fecha 13,Nov 18 1994,Banfield,Racing,1,0
Argentina,Torneo Apertura 1994,Fecha 13,Nov 19 1994,Rosario Central,Lanús,1,2
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,Gimnasia (J),Newell's Old Boys,0,0
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,River Plate,Deportivo Mandiyú,2,2
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,Belgrano,Deportivo Español,3,2
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,San Lorenzo,Platense,2,2
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,Independiente,Huracán,2,1
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,Argentinos Juniors,Boca Juniors,0,0
Argentina,Torneo Apertura 1994,Fecha 13,Nov 20 1994,Gimnasia,Vélez Sarsfield,3,1
Argentina,Torneo Apertura 1994,Fecha 13,Nov 22 1994,Ferro,Talleres,3,0
Argentina,Torneo Apertura 1994,Fecha 14,Nov 24 1994,Vélez Sarsfield,Argentinos Juniors,0,0
Argentina,Torneo Apertura 1994,Fecha 14,Nov 25 1994,Boca Juniors,Ferro,1,1
Argentina,Torneo Apertura 1994,Fecha 14,Nov 25 1994,Newell's Old Boys,Banfield,1,1
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Racing,Rosario Central,2,5
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Lanús,Gimnasia,0,0
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Talleres,Independiente,1,2
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Huracán,San Lorenzo,1,2
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Platense,Belgrano,1,1
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Deportivo Español,River Plate,1,3
Argentina,Torneo Apertura 1994,Fecha 14,Nov 26 1994,Deportivo Mandiyú,Gimnasia (J),3,0
Argentina,Torneo Apertura 1994,Fecha 15,Nov 17 1994,Ferro,Vélez Sarsfield,1,6
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Newell's Old Boys,Racing,1,1
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Banfield,Deportivo Mandiyú,1,1
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Gimnasia (J),Deportivo Español,2,1
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,River Plate,Platense,2,0
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Belgrano,Huracán,1,1
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,San Lorenzo,Talleres,2,1
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Independiente,Boca Juniors,1,4
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Argentinos Juniors,Lanús,0,0
Argentina,Torneo Apertura 1994,Fecha 15,Nov 29 1994,Gimnasia,Rosario Central,0,0
Argentina,Torneo Apertura 1994,Fecha 16,Dec 2 1994,Racing,Gimnasia,1,1
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Rosario Central,Argentinos Juniors,1,4
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Lanús,Ferro,3,2
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Boca Juniors,San Lorenzo,1,3
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Talleres,Belgrano,0,1
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Huracán,River Plate,0,2
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Platense,Gimnasia (J),0,1
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Deportivo Español,Banfield,1,1
Argentina,Torneo Apertura 1994,Fecha 16,Dec 3 1994,Deportivo Mandiyú,Newell's Old Boys,0,2
Argentina,Torneo Apertura 1994,Fecha 16,Dec 15 1994,Vélez Sarsfield,Independiente,1,0
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Deportivo Mandiyú,Racing,0,0
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Newell's Old Boys,Deportivo Español,0,1
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Gimnasia (J),Huracán,1,0
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,River Plate,Talleres,2,1
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Belgrano,Boca Juniors,3,0
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,San Lorenzo,Vélez Sarsfield,3,1
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Ferro,Rosario Central,1,1
Argentina,Torneo Apertura 1994,Fecha 17,Dec 6 1994,Argentinos Juniors,Gimnasia,0,2
Argentina,Torneo Apertura 1994,Fecha 17,Dec 7 1994,Independiente,Lanús,3,3
Argentina,Torneo Apertura 1994,Fecha 17,Dec 7 1994,Banfield,Platense,2,0
Argentina,Torneo Apertura 1994,Fecha 18,Dec 9 1994,Racing,Argentinos Juniors,2,1
Argentina,Torneo Apertura 1994,Fecha 18,Dec 10 1994,Rosario Central,Independiente,1,1
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Gimnasia,Ferro,0,0
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Lanús,San Lorenzo,2,2
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Vélez Sarsfield,Belgrano,1,1
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Boca Juniors,River Plate,0,3
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Talleres,Gimnasia (J),0,0
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Huracán,Banfield,3,1
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Platense,Newell's Old Boys,1,1
Argentina,Torneo Apertura 1994,Fecha 18,Dec 11 1994,Deportivo Español,Deportivo Mandiyú,1,1
Argentina,Torneo Apertura 1994,Fecha 19,Dec 16 1994,Deportivo Español,Racing,1,1
Argentina,Torneo Apertura 1994,Fecha 19,Dec 17 1994,Gimnasia (J),Boca Juniors,3,2
Argentina,Torneo Apertura 1994,Fecha 19,Dec 17 1994,Deportivo Mandiyú,Platense,0,2
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,Newell's Old Boys,Huracán,1,0
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,Banfield,Talleres,1,0
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,River Plate,Vélez Sarsfield,1,1
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,Belgrano,Lanús,3,0
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,San Lorenzo,Rosario Central,2,3
Argentina,Torneo Apertura 1994,Fecha 19,Dec 18 1994,Independiente,Gimnasia,1,3
Argentina,Torneo Apertura 1994,Fecha 19,Dec 19 1994,Ferro,Argentinos Juniors,3,2
Argentina,Torneo Clausura 1995,Fecha 1,Feb 24 1995,Banfield,Boca Juniors,0,2
Argentina,Torneo Clausura 1995,Fecha 1,Feb 25 1995,Deportivo Mandiyú,Huracán,0,0
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,Ferro,Racing,1,0
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,Independiente,Argentinos Juniors,3,0
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,San Lorenzo,Gimnasia,1,1
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,River Plate,Lanús,2,3
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,Gimnasia (J),Vélez Sarsfield,0,2
Argentina,Torneo Clausura 1995,Fecha 1,Feb 26 1995,Newell's Old Boys,Talleres,1,1
Argentina,Torneo Clausura 1995,Fecha 1,Feb 27 1995,Deportivo Español,Platense,0,1
Argentina,Torneo Clausura 1995,Fecha 1,Mar 15 1995,Belgrano,Rosario Central,1,3
Argentina,Torneo Clausura 1995,Fecha 2,Mar 3 1995,Argentinos Juniors,San Lorenzo,2,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 4 1995,Rosario Central,River Plate,3,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Racing,Platense,1,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Huracán,Deportivo Español,1,1
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Talleres,Deportivo Mandiyú,1,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Boca Juniors,Newell's Old Boys,2,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Vélez Sarsfield,Banfield,2,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Gimnasia,Belgrano,4,0
Argentina,Torneo Clausura 1995,Fecha 2,Mar 5 1995,Ferro,Independiente,0,2
Argentina,Torneo Clausura 1995,Fecha 2,Mar 6 1995,Lanús,Gimnasia (J),3,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 10 1995,San Lorenzo,Ferro,2,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 11 1995,Belgrano,Argentinos Juniors,1,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 11 1995,River Plate,Gimnasia,1,1
Argentina,Torneo Clausura 1995,Fecha 3,Mar 11 1995,Gimnasia (J),Rosario Central,1,1
Argentina,Torneo Clausura 1995,Fecha 3,Mar 11 1995,Platense,Huracán,0,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 12 1995,Independiente,Racing,0,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 12 1995,Banfield,Lanús,1,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 12 1995,Newell's Old Boys,Vélez Sarsfield,0,3
Argentina,Torneo Clausura 1995,Fecha 3,Mar 12 1995,Deportivo Mandiyú,Boca Juniors,0,0
Argentina,Torneo Clausura 1995,Fecha 3,Mar 13 1995,Deportivo Español,Talleres,2,0
Argentina,Torneo Clausura 1995,Fecha 4,Mar 17 1995,Argentinos Juniors,River Plate,2,4
Argentina,Torneo Clausura 1995,Fecha 4,Mar 18 1995,Talleres,Platense,0,0
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Huracán,Racing,2,2
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Boca Juniors,Deportivo Español,4,1
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Vélez Sarsfield,Deportivo Mandiyú,1,0
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Lanús,Newell's Old Boys,3,1
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Rosario Central,Banfield,1,0
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Gimnasia,Gimnasia (J),1,1
Argentina,Torneo Clausura 1995,Fecha 4,Mar 19 1995,Independiente,San Lorenzo,0,1
Argentina,Torneo Clausura 1995,Fecha 4,Mar 20 1995,Ferro,Belgrano,1,0
Argentina,Torneo Clausura 1995,Fecha 5,Mar 24 1995,Platense,Boca Juniors,2,2
Argentina,Torneo Clausura 1995,Fecha 5,Mar 25 1995,Belgrano,Independiente,0,2
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Racing,San Lorenzo,1,2
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,River Plate,Ferro,1,1
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Gimnasia (J),Argentinos Juniors,1,1
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Newell's Old Boys,Rosario Central,1,1
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Deportivo Mandiyú,Lanús,1,2
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Deportivo Español,Vélez Sarsfield,2,0
Argentina,Torneo Clausura 1995,Fecha 5,Mar 26 1995,Huracán,Talleres,1,1
Argentina,Torneo Clausura 1995,Fecha 5,Mar 27 1995,Banfield,Gimnasia,1,0
Argentina,Torneo Clausura 1995,Fecha 6,Mar 31 1995,Boca Juniors,Huracán,2,1
Argentina,Torneo Clausura 1995,Fecha 6,Apr 1 1995,Talleres,Racing,2,2
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Vélez Sarsfield,Platense,1,1
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Rosario Central,Deportivo Mandiyú,2,3
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Gimnasia,Newell's Old Boys,3,1
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Argentinos Juniors,Banfield,1,4
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Ferro,Gimnasia (J),2,2
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,Independiente,River Plate,1,4
Argentina,Torneo Clausura 1995,Fecha 6,Apr 2 1995,San Lorenzo,Belgrano,1,0
Argentina,Torneo Clausura 1995,Fecha 6,Apr 3 1995,Lanús,Deportivo Español,2,0
Argentina,Torneo Clausura 1995,Fecha 7,Apr 7 1995,Racing,Belgrano,1,1
Argentina,Torneo Clausura 1995,Fecha 7,Apr 8 1995,Talleres,Boca Juniors,2,2
Argentina,Torneo Clausura 1995,Fecha 7,Apr 9 1995,Banfield,Ferro,1,1
Argentina,Torneo Clausura 1995,Fecha 7,Apr 9 1995,Newell's Old Boys,Argentinos Juniors,4,0
Argentina,Torneo Clausura 1995,Fecha 7,Apr 9 1995,Deportivo Mandiyú,Gimnasia,1,3
