pais,torneo,fecha,dia,local,visitante,goles_local,goles_visitante
Argentina,Campeonato 2024,Fecha 21,Nov 04 2024,Vélez Sarsfield,Tigre,1,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Unión,Atlético Tucumán,1,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Gimnasia,Newell's Old Boys,1,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Rosario Central,San Lorenzo,0,1
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Huracán,Independiente,1,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Central Córdoba,Estudiantes,1,1
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,River Plate,Barracas Central,3,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Godoy Cruz,Talleres,0,1
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Racing,Independiente Rivadavia,2,1
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Sarmiento,Boca Juniors,0,2
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Riestra,Vélez Sarsfield,1,1
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Lanús,Platense,0,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Tigre,Defensa y Justicia,0,4
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Argentinos Juniors,Banfield,1,0
Argentina,Campeonato 2024,Fecha 22,Nov 09 2024,Belgrano,Instituto,3,1
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,San Lorenzo,Racing,1,2
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Banfield,Tigre,0,1
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Defensa y Justicia,Riestra,1,1
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Platense,Godoy Cruz,1,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Atlético Tucumán,Huracán,4,2
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Instituto,Argentinos Juniors,1,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Newell's Old Boys,Central Córdoba,2,3
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Estudiantes,Rosario Central,1,1
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Vélez Sarsfield,Lanús,0,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Boca Juniors,Unión,1,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Barracas Central,Belgrano,1,1
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Independiente,Gimnasia,1,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Talleres,Sarmiento,2,0
Argentina,Campeonato 2024,Fecha 23,Nov 17 2024,Independiente Rivadavia,River Plate,2,1
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Tigre,Instituto,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Huracán,Boca Juniors,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Riestra,Banfield,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Gimnasia,Atlético Tucumán,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Godoy Cruz,Vélez Sarsfield,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Lanús,Defensa y Justicia,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Central Córdoba,Rosario Central,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Argentinos Juniors,Barracas Central,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Belgrano,Independiente Rivadavia,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Newell's Old Boys,Independiente,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Sarmiento,Platense,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Unión,Talleres,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,Racing,Estudiantes,99,99
Argentina,Campeonato 2024,Fecha 24,Nov 23 2024,River Plate,San Lorenzo,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,San Lorenzo,Belgrano,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Estudiantes,River Plate,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Banfield,Lanús,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Rosario Central,Racing,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Defensa y Justicia,Godoy Cruz,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Instituto,Riestra,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Independiente,Central Córdoba,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Vélez Sarsfield,Sarmiento,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Boca Juniors,Gimnasia,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Barracas Central,Tigre,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Platense,Unión,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Talleres,Huracán,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Independiente Rivadavia,Argentinos Juniors,99,99
Argentina,Campeonato 2024,Fecha 25,Nov 29 2024,Atlético Tucumán,Newell's Old Boys,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Riestra,Barracas Central,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Sarmiento,Defensa y Justicia,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Lanús,Instituto,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Unión,Vélez Sarsfield,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Central Córdoba,Racing,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Gimnasia,Talleres,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Godoy Cruz,Banfield,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,River Plate,Rosario Central,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Newell's Old Boys,Boca Juniors,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Tigre,Independiente Rivadavia,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Argentinos Juniors,San Lorenzo,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Belgrano,Estudiantes,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Huracán,Platense,99,99
Argentina,Campeonato 2024,Fecha 26,Dec 06 2024,Independiente,Atlético Tucumán,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Atlético Tucumán,Central Córdoba,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Banfield,Sarmiento,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Barracas Central,Lanús,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Boca Juniors,Independiente,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Defensa y Justicia,Unión,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Estudiantes,Argentinos Juniors,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Independiente Rivadavia,Riestra,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Instituto,Godoy Cruz,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Platense,Gimnasia,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Racing,River Plate,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Rosario Central,Belgrano,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,San Lorenzo,Tigre,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Talleres,Newell's Old Boys,99,99
Argentina,Campeonato 2024,Fecha 27,Dec 15 2024,Vélez Sarsfield,Huracán,99,99
